File ID,File Name,Data Category,Data Type,Project ID,Case ID,Sample ID,Sample Type
700251ef-54e7-4f6e-9d14-a29cee6b8c5d,f71decd2-6098-4f18-b773-2e689e930444.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-7377,TCGA-CR-7377-01A,Primary Tumor
ebaba4e5-92c4-42eb-ad23-e1e00bea8e9a,f25b1610-d385-40fd-8273-f7661be1eea4.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-4728,TCGA-CN-4728-01A,Primary Tumor
8d8d5a52-02e0-40e8-a034-86fef3a1cfd2,261074cc-de7b-4acd-b4d7-0ba7f19398d8.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-P3-A6SX,TCGA-P3-A6SX-01A,Primary Tumor
b513aafe-3275-45f9-a443-4c35cf301b98,739956b5-6165-4869-891e-db694d61fe1b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-P3-A6SW,TCGA-P3-A6SW-01A,Primary Tumor
a9d1af59-8c3f-4b16-a774-5dee4e116b26,bd676e50-2d6c-4fea-a5a0-14ab1de08d84.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-5373,TCGA-CN-5373-01A,Primary Tumor
602bcda4-b2dc-45ab-83f1-71beb8231978,6a745558-1a74-4bd3-94cd-f2c06cdd5c70.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-A49A,TCGA-CN-A49A-01A,Primary Tumor
5dfd7026-459b-40d2-a4b3-087922925137,b8f951b7-1e0c-4333-a763-1c81bdc938b8.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-C9-A480,TCGA-C9-A480-01A,Primary Tumor
994db732-c2a9-470e-8f46-a168f73b1d56,3b756a63-aa56-4ee7-b7dd-55fbc1c82398.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-6021,TCGA-CN-6021-01A,Primary Tumor
eb19e6b1-c601-45e8-8f03-f48fbc7d744a,cdac75c5-c721-45ee-8332-55ac813b5bf6.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-6470,TCGA-CR-6470-01A,Primary Tumor
0bd19ceb-9681-4d47-b84a-abc1d87f9d17,f5659309-d6c2-49de-a04b-4734e2b70093.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-6868,TCGA-BA-6868-01B,Primary Tumor
4043013e-d6cd-43ae-9b97-f3ddfd934467,fa459b23-f0f8-4fed-a7c3-829a720a2221.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-A45Y,TCGA-CV-A45Y-01A,Primary Tumor
c584ebe6-89a7-401f-a38e-ddb61150c364,1a8db8eb-68e4-4d3d-9e23-4746795348f6.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-UF-A7JA,TCGA-UF-A7JA-01A,Primary Tumor
6aeb1a9a-13aa-467e-af40-51b8bd759e28,da68f717-ab42-4534-a518-16d40c844ad1.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-HD-A6HZ,TCGA-HD-A6HZ-01A,Primary Tumor
69b4e179-b010-4e3a-937c-fcc9709fa0a2,8b7c59f2-6fb7-4c67-ad50-5f69311e3208.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7411,TCGA-CV-7411-01A,Primary Tumor
7337bc69-143a-4cee-8132-7756ac8c3efe,8a3d807e-8a53-433f-8571-ee116e84dafc.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7425,TCGA-CV-7425-11A,Solid Tissue Normal
cb64246a-392e-441d-8535-5631d58a0103,522684c4-34df-4e97-b458-3b27e2136156.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-6870,TCGA-BA-6870-01A,Primary Tumor
590444bc-f074-41c1-b478-b1039c36f0c7,bced8edc-0de0-4d24-a076-658cc5f9e6d6.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7091,TCGA-CV-7091-01A,Primary Tumor
84c1e062-0202-4914-a949-8cb0dd1523f5,f95d940d-7b92-49a5-a1e8-b8ee263ae306.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6962,TCGA-CV-6962-11A,Solid Tissue Normal
5e145ad2-2487-4d4d-96a9-612cc7ee81dd,ac580c41-c1ff-4fa3-afac-fbdb30636ab2.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-7379,TCGA-CR-7379-01A,Primary Tumor
2f21615c-d310-4c86-9154-cc81f8cb5951,77633295-c393-46a7-8d5d-ce05263bf295.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7100,TCGA-CV-7100-01A,Primary Tumor
50005243-1bab-4bcf-879a-d8d19c7c2f38,ed47bf8c-e3f0-46cb-9936-47904ce73735.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-5324,TCGA-CQ-5324-01A,Primary Tumor
2c2f9581-a890-4f01-90ab-5d71f3497913,1004e3e8-6bec-472b-bfce-5042d1f6912b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-6222,TCGA-CQ-6222-01A,Primary Tumor
41c1aa6e-e932-41ad-b30c-003ca6bc6d43,5c53ed59-fa42-48f5-9233-ce94155131f5.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7424,TCGA-CV-7424-01A,Primary Tumor
2edf326d-bc68-46aa-b219-91072b49641e,5082fc15-781a-4d4c-b68a-c9de0edc77ba.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7103,TCGA-CV-7103-01A,Primary Tumor
86fa23c9-e600-46ab-8208-8a0206934fbe,c5cd7905-ee91-4d7c-89b9-cf012338f402.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7255,TCGA-CV-7255-11A,Solid Tissue Normal
c3db8347-5c08-4d45-8073-715044aa372c,6b4cb1bd-9634-4494-bb7b-4ca12b4b1969.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-RS-A6TP,TCGA-RS-A6TP-01A,Primary Tumor
b765e887-dddd-4a66-80b1-a58ba74b3bf4,e3997ec9-6b95-4faf-a7a6-f041c9fe094f.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6956,TCGA-CV-6956-01A,Primary Tumor
230a49ff-17d4-47ed-9211-047f3d35a008,ba04c0a1-8ec5-4987-9f06-dda2540fadb1.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-A6D8,TCGA-BA-A6D8-01A,Primary Tumor
dd52b0ea-7215-4c1e-9c11-7c9aad49232c,50a77663-3a8d-46b7-b3c6-89926478eb6d.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7238,TCGA-CV-7238-11A,Solid Tissue Normal
6d4e91aa-65e6-4c60-955b-982897febf1b,996d1cd9-fbf6-4b47-ad81-3ebc305a8837.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-D6-A6EQ,TCGA-D6-A6EQ-01A,Primary Tumor
cf411064-8466-49ef-946a-99ea49a7cd03,57fb015b-ca45-4615-87fc-66e4975efde9.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-4736,TCGA-CN-4736-01A,Primary Tumor
0e20ffc9-f2ab-4683-b58e-956a31f0302b,6d04eabc-a986-4091-9b44-cb6d743e5384.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7177,TCGA-CV-7177-11A,Solid Tissue Normal
f0af733f-5a68-4d01-8187-2280bdecaa27,d1e00a38-a1a3-4232-bf16-2a229cf9f7fe.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-D6-A6EN,TCGA-D6-A6EN-01A,Primary Tumor
071525c4-f802-4728-81ca-fa1c3a72cd36,6f6ccd17-edd4-40fd-b046-f64dca855c9b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-TN-A7HI,TCGA-TN-A7HI-01A,Primary Tumor
3f162ed8-e59d-4ab3-acf6-1c304daf17cd,461e758e-bedd-458e-b99d-dde7b27276d9.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-F7-8489,TCGA-F7-8489-01A,Primary Tumor
0b798529-2c7f-450a-ad3c-622a3039fe1e,9be687b5-8d1c-4c73-ba7b-9f9aeb3048e8.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-A4IG,TCGA-BA-A4IG-01A,Primary Tumor
b50ea6a1-2298-4f61-94ef-91c5a6e3e75c,92329d1b-1249-45e2-8adc-d94cfcfacb2e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-A45T,TCGA-CV-A45T-01A,Primary Tumor
81a00301-49a3-4784-a951-85bcfc09e527,0968dd71-882c-4727-9b75-6e572d3b161e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-A45R,TCGA-CV-A45R-01A,Primary Tumor
74749b12-b773-4a87-9005-d5ec42f8ac4d,f930b9f5-adfb-4089-b643-6ab7b60412df.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-A45Q,TCGA-CV-A45Q-01A,Primary Tumor
bc19f9ea-568b-4e5a-9f5d-787a95026bd0,e64a9dfd-477d-4cfe-afbb-3cb442911354.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-HD-8224,TCGA-HD-8224-01A,Primary Tumor
f31f0bf2-1381-4b7e-836f-3257a522b45b,54e100ab-a87e-49b4-a272-af7f546791ff.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7446,TCGA-CV-7446-01A,Primary Tumor
e47f47c4-298b-45a6-9f8a-a8faf1c957f1,4d26d2ea-cd58-4308-86b1-31d2347284d3.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7254,TCGA-CV-7254-01A,Primary Tumor
5215fbc5-a9a5-4c8a-b053-3bee06959d1b,d91eb19e-1088-40c3-bc15-864d7fc9063e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-A4C9,TCGA-CQ-A4C9-01A,Primary Tumor
5cd64f4a-5816-4634-918b-20feb5e6dcaf,61199357-d9a5-4f09-976c-2ccb0fe241f0.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-P3-A5QA,TCGA-P3-A5QA-01A,Primary Tumor
f056fdc1-b0af-4803-8f12-3f62dd2cbe0f,646eed68-b3b8-451b-8022-a44dc6032c68.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-A499,TCGA-CN-A499-01A,Primary Tumor
19650e03-1102-46a4-b493-6e2e0fdd54f8,8f756223-6229-49bf-b96f-22d9a4b622bc.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6959,TCGA-CV-6959-11A,Solid Tissue Normal
2edd6c30-2d5d-42c9-b6ee-1b69b8f2117e,e055bccc-cdd1-4cf4-8fb8-fbdbd0d3a773.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-F7-A50J,TCGA-F7-A50J-01A,Primary Tumor
4d4f2889-3213-4c79-a06f-c9c0afb92752,86fee03b-f9f3-41cf-8969-6860e0b2a5e7.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-5973,TCGA-CV-5973-01A,Primary Tumor
4bf25153-802f-49b1-8cab-801cecadc7ce,9dc3417f-c1d9-4935-ae0a-0686cf934615.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-A4CE,TCGA-CQ-A4CE-01A,Primary Tumor
268310f9-e169-4ab1-a9f2-c69ae563e3ea,e0904259-a783-48c2-a863-a5052eb7599b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-A4IF,TCGA-BA-A4IF-01A,Primary Tumor
8e05498d-e45b-4f64-a37d-6e9d31b9fd67,7f0f64a8-9610-4663-acdd-a769573e9f4b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-4074,TCGA-BA-4074-01A,Primary Tumor
ef264309-227d-47a4-947f-8235b408cf4d,24535c31-1ee2-4af9-b908-b52bbfa3ee5f.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6939,TCGA-CV-6939-01A,Primary Tumor
59a53532-7ddb-4f17-a295-64b31cd81c94,47b9e3ef-3cdc-4ad4-8d6f-c658bc862f7e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6934,TCGA-CV-6934-01A,Primary Tumor
04b92be0-6a20-4d04-99c8-f3eecd3986e5,cea213f2-1dca-482a-bc29-d346a6682085.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-A498,TCGA-CN-A498-01A,Primary Tumor
e570627b-fc8d-40bd-a841-92cf978046f7,6b68c1d1-e7ed-47b0-b1c6-887724f9e918.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-D6-6824,TCGA-D6-6824-01A,Primary Tumor
46141ba0-12ab-45dd-9e32-c99d92f9d9db,5e79c5a9-5341-44e1-95fb-392020416b0c.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7183,TCGA-CV-7183-11A,Solid Tissue Normal
374d5ede-8bf9-4f83-a2b2-b3617f2fd909,4af659b1-ace9-4158-8de3-3b985ea9f585.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7261,TCGA-CV-7261-11A,Solid Tissue Normal
a4facd36-3fc3-4f0c-8f57-0f7b95a954c3,09553434-9c19-4775-9cf8-31174ff73512.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-4722,TCGA-CN-4722-01A,Primary Tumor
9dc17731-0c4a-4997-afa9-b88d2c70d554,163d5aad-7488-4da9-9a09-e46fcb161d3e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6961,TCGA-CV-6961-01A,Primary Tumor
b5c957b2-f5b8-4580-a5a4-167b32246ec4,1af0c523-8f7e-4451-a445-007042b252fc.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-5243,TCGA-CR-5243-01A,Primary Tumor
ff0bfc6b-8258-4a4e-8eb2-dbdc0baccbbe,5da276ae-8c6a-4393-890e-2c00a9a1eb59.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-P3-A5QF,TCGA-P3-A5QF-01A,Primary Tumor
0c990236-59fb-4323-aa4b-9a38b84680aa,7dec4382-b371-4a55-814d-e3d6b834af90.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-TN-A7HL,TCGA-TN-A7HL-01A,Primary Tumor
df3ca548-01ec-4ce4-831d-dc9ed6798578,4dd0dd22-b6aa-432b-ace6-841d0c6e83b9.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-IQ-7631,TCGA-IQ-7631-01A,Primary Tumor
af2b032f-1c95-498c-8e4e-5e0c937efeda,f3ef5625-ff89-4e70-9844-275edeabcb88.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7422,TCGA-CV-7422-01A,Primary Tumor
33a56c6b-19a2-40ab-8d2b-6647b7e9fac2,43d5e4b1-778e-459d-90b0-ac1bb06fff89.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7568,TCGA-CV-7568-01A,Primary Tumor
dcd66840-1ec1-4ff0-a664-e689530e23bd,34404ab0-933f-43f5-89a6-38af91b8d65d.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-QK-AA3J,TCGA-QK-AA3J-01A,Primary Tumor
55fcc8e6-ba75-4940-9c95-f0c42cdc9212,54aaa0c4-31df-4bdb-ac24-579c3c6ccf54.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-5332,TCGA-CQ-5332-01A,Primary Tumor
53ed9fb1-912f-4336-88be-6ac6193a6408,318c0704-800c-4d48-ae42-26336a703da3.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6935,TCGA-CV-6935-11A,Solid Tissue Normal
fb986190-06cc-4e12-a39a-fafdf40800a8,a210d103-3512-496c-82bf-515a6edcd7e7.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-6869,TCGA-BA-6869-01A,Primary Tumor
8f288e49-ac1a-4d21-8234-0ca5d746e59f,34e12b90-5774-412b-a1e4-3d486292ab78.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-7402,TCGA-CR-7402-01A,Primary Tumor
068dae15-e285-45ed-bd76-c54ffabb7a98,fa09607b-b417-4ead-b557-daa038fe6b99.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-4734,TCGA-CN-4734-01A,Primary Tumor
66e7ba1c-972e-41fd-a3ab-1dc2c5b334d7,d861a1db-3858-4d99-9e01-21b657731ed7.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7416,TCGA-CV-7416-11A,Solid Tissue Normal
ac9c71f1-9dbc-4acc-9123-810739f02fa6,cf87b142-1e14-48fd-a1e6-9f853c8839c5.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-HD-7229,TCGA-HD-7229-01A,Primary Tumor
e93bcd62-5dc0-4792-8415-7399ba97f4db,ee00edb2-f47a-4d1b-a2e7-3441cfdb29f6.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-6219,TCGA-CQ-6219-01A,Primary Tumor
884e69b8-5335-4902-9097-1173b6b9777e,01aad490-cd89-463a-8c31-d3fff17e7ab7.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-A63U,TCGA-CN-A63U-01A,Primary Tumor
cd744fd5-3909-4d3d-bfbc-f6354ba3d48d,4ea57542-c760-4311-9f5e-dcd9d9dc33b5.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-7269,TCGA-BA-7269-01A,Primary Tumor
bad07c83-e3b9-46e7-8280-e122c2520e09,56ba9e1c-ea40-428d-bd07-24ebaedf5e37.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CR-7369,TCGA-CR-7369-01A,Primary Tumor
43921385-00de-4de2-95ca-3738d99cb889,0aa2ad55-702a-4241-9f36-58f1fe7d1302.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-7065,TCGA-CQ-7065-01A,Primary Tumor
dacb52c7-ef36-42ad-9d7f-b94931c8e5b4,ec13a6c1-ecca-4f5c-bbd2-f0310df9db46.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-H7-A6C4,TCGA-H7-A6C4-01A,Primary Tumor
de4a06b4-3df7-4992-ba4d-50fda2493205,62d1ce0e-55a8-4c31-9e96-e0c0cb95235f.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7250,TCGA-CV-7250-11A,Solid Tissue Normal
7eba114a-6cf8-4e3f-bc19-4c1605065a72,a4e355f9-b44d-43ab-ba1e-d76e0538f8fb.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6941,TCGA-CV-6941-01A,Primary Tumor
6a88acf8-e8e8-4171-b8ed-736e6b76bd25,514918de-c3d4-49b9-a0bd-682364d1a02a.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-MZ-A6I9,TCGA-MZ-A6I9-01A,Primary Tumor
f6c09e3a-c6e8-466b-9897-e28ef965ce9a,6799eeed-fb86-4803-9792-9e9c12b25e8b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-D6-8568,TCGA-D6-8568-01A,Primary Tumor
1a25613c-b8cd-49a0-8928-706571ef9c2c,3e01ad01-0ff6-408d-888a-9b276146faf2.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7421,TCGA-CV-7421-01A,Primary Tumor
3647c41b-c522-4ec5-87fc-56a73aa72f20,c313e35f-951f-44bb-91b7-e7838abe0bc6.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-6228,TCGA-CQ-6228-01A,Primary Tumor
64ab1723-614a-4d50-9030-c110e7d6c6b3,d7d800a4-6579-4f1d-9226-3922298b9ba0.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-4726,TCGA-CN-4726-01A,Primary Tumor
02eab57a-61e4-4e57-8d62-5fcc6b435209,9bc47c61-28e6-409e-90af-4266e6e1a6b5.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6936,TCGA-CV-6936-11A,Solid Tissue Normal
5be16a38-0e50-4e14-9a81-45945e0f6d8d,fb3bc987-c15c-4c73-a9cb-5312f548805b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-UF-A71D,TCGA-UF-A71D-01A,Primary Tumor
e9f89e86-676b-4b3a-b87a-009cbd135584,753e5359-133b-4139-99f9-f28df7e3d1c0.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-7424,TCGA-CV-7424-11A,Solid Tissue Normal
cab83c48-61b8-4e23-9fbe-d7811469afbb,2d6c4037-7086-4f1e-9f78-2ea24994242a.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CQ-7069,TCGA-CQ-7069-01A,Primary Tumor
5894264b-5be3-49b1-a3f8-cf881b965fb1,d5b802bf-5c44-40a5-8bf8-bfdada5b699e.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-D6-A6ES,TCGA-D6-A6ES-01A,Primary Tumor
23ccd4aa-2a2c-4143-b597-b0a7fe23769e,4aa47c55-a9f5-4a3b-94b0-10b350c63999.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CV-6943,TCGA-CV-6943-11A,Solid Tissue Normal
e0c6ab92-17dc-45a7-8755-9c4aca6b3880,d770775c-efe5-4f6e-a211-1f8f5f184cd8.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-BA-A4IH,TCGA-BA-A4IH-01A,Primary Tumor
83401bf0-0c18-43ab-a0e6-bb57311499c4,34c3a27a-a4bf-4c6c-b34d-67154354933b.FPKM.txt.gz,Transcriptome Profiling,Gene Expression Quantification,TCGA-HNSC,TCGA-CN-6019,TCGA-CN-6019-01A,Primary Tumor
