File ID,File Name,Data Category,Data Type,Project ID,Case ID,Sample ID,Sample Type
1ab46ee5-6aec-4242-bf83-d5afaf3ea565,a0fcce2f-8221-470a-9450-1dd35eb665e7.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7410,TCGA-CV-7410-01A,Primary Tumor
b190569b-722b-4130-b655-fc91e5c082dd,0ddc124a-f1a5-47f1-af80-b3dcf166d53e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CR-7367,TCGA-CR-7367-01A,Primary Tumor
4df2d00e-750f-4540-87a4-04f16d8e95bc,e36008b8-f5f4-4708-bab6-ee313e4aee62.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CR-6474,TCGA-CR-6474-01A,Primary Tumor
0182497e-31ff-4e71-980f-381c7a24f058,cd9d0c49-f959-499b-acac-25d02d105a8f.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-DQ-5625,TCGA-DQ-5625-01A,Primary Tumor
993ccc87-52ca-4612-a5ad-540c2da5eb99,a982aa29-55c4-4adb-ac10-f03cee253858.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7425,TCGA-CV-7425-01A,Primary Tumor
b862b288-f8e8-430b-b3b5-793134f869c8,aeda4365-a726-4647-b12a-b537f92dd837.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6941,TCGA-CV-6941-01A,Primary Tumor
62491d5b-b1f1-4eb5-a414-5f7281c1ff01,1863da70-6839-45a2-9dc7-bbc06f654775.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6959,TCGA-CV-6959-01A,Primary Tumor
7468cf7d-1c33-4883-8bde-32ff974bab08,ad2b9d82-f429-4c8d-8756-ca51fa6ab915.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-KU-A66S,TCGA-KU-A66S-01A,Primary Tumor
3c9a9b0d-8910-4f69-af54-2bc4833a8d1d,564f5834-7e8c-4c6a-a4f1-e1cbea35b7e9.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-QK-A6VB,TCGA-QK-A6VB-01A,Primary Tumor
f10df369-4550-41e7-a4ce-1d9a8aedd9a5,f8137255-a7d8-4e50-901f-e5f933da4d64.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7432,TCGA-CV-7432-01A,Primary Tumor
1cd621b3-b90e-44fe-9eba-1e74de28295d,489ab02f-f4a6-46cc-b808-6549469ea38c.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-6017,TCGA-CN-6017-01A,Primary Tumor
788dcaad-4ae7-4c52-83c5-07060a2f11df,289bb3f2-f828-4ce4-8b9a-bb4c19f5b2d0.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-UF-A71A,TCGA-UF-A71A-06A,Metastatic
98886c08-b9cc-4421-98d8-33a9088f3be3,0ec191c6-7831-4b18-9149-07b76d47c92d.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-5443,TCGA-CV-5443-01A,Primary Tumor
95f4d655-767d-4be2-aa88-ed925127d480,1eca7b48-5a0d-41fe-bf4f-e76903963ba8.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-6997,TCGA-CN-6997-01A,Primary Tumor
b97fc398-a4ad-44cf-94ad-fee27a28abe0,d8a027c8-38f5-40c8-aa50-737b06c5140e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6961,TCGA-CV-6961-11A,Solid Tissue Normal
2d745b1b-c3cd-41da-ada2-e43c37c83b78,ab1911ca-061a-408c-9f32-d92db8ab3dce.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7261,TCGA-CV-7261-11A,Solid Tissue Normal
e1f1adbc-5458-47fc-8e74-a94309798135,56ddf40f-935b-4e67-8d30-5ea59feee54e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-H7-A6C4,TCGA-H7-A6C4-11A,Solid Tissue Normal
5858b342-26e7-4e14-864d-08737e1eb55a,a4682d1a-f173-44e4-a431-251b4b8bd787.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7434,TCGA-CV-7434-11A,Solid Tissue Normal
c2dea863-e953-4ff5-8598-faaf870febed,89997d58-4819-41a0-8f35-8f519cb5e483.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-KU-A6H7,TCGA-KU-A6H7-06A,Metastatic
b6029ebd-1da2-4b36-aa74-0d487c90b0d1,fb48d5a1-ea75-4c16-ad86-918183649415.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-5435,TCGA-CV-5435-01A,Primary Tumor
895dc9f8-c065-4a7c-a357-f9733cfe176f,a9ff1132-d1e5-4f0b-a567-5607971ad639.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CQ-6222,TCGA-CQ-6222-01A,Primary Tumor
36799ea3-d10a-4ec6-80bf-c851e3bbe45b,21db45f1-f0fe-4701-b750-017fd39a6809.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6933,TCGA-CV-6933-11A,Solid Tissue Normal
3634aeb3-bc83-41e8-8cb7-629ce9531836,272dd395-c5e1-4269-989d-adfdd8126c4f.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-D6-A4Z9,TCGA-D6-A4Z9-01A,Primary Tumor
b6f51720-1e67-4b27-8a62-efc22a71ef59,88caed19-5dea-4d3c-b5ce-7ed2ee43e1d3.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-5358,TCGA-CN-5358-01A,Primary Tumor
28a71a43-3af7-44a9-8d1b-7095cd060f56,a891a990-1c00-4a14-a971-c7b1315a3ac4.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CQ-5325,TCGA-CQ-5325-01A,Primary Tumor
a9058f16-b477-4558-acb9-fe33751fa2bc,5451e1ff-2823-4bf8-ae28-eaab95c3d154.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-D6-6517,TCGA-D6-6517-01A,Primary Tumor
bda85a45-5034-40a3-befe-dab16d3f7f30,d426104e-3f86-41c4-865d-338bb7e16dd6.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6950,TCGA-CV-6950-01A,Primary Tumor
f0a9ca28-d3fc-4cde-8d66-5fb2ac04c253,e10977e1-7a88-47e7-9bba-680acc208ab3.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7568,TCGA-CV-7568-01A,Primary Tumor
47bb40e0-e73a-4412-a7b8-3b98fd8bf1f8,5240e374-b7d9-4ea2-bec9-a597459bccfe.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-4738,TCGA-CN-4738-01A,Primary Tumor
2aeca07e-28c2-4c71-8d1d-4b22d1b0ecf1,2ec7fd8b-221e-417a-a526-d1806b10ae24.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6953,TCGA-CV-6953-01A,Primary Tumor
eed5f427-c2bd-429d-97ac-cc0f4e01de76,6a4482ed-f8de-4d1d-bc54-05ad70dc7dd9.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6934,TCGA-CV-6934-11A,Solid Tissue Normal
6d1e41a6-4d1a-4493-9313-b067eee8081a,271fc30e-c3b2-48f2-87f1-fd6396170eb4.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-A6JM,TCGA-CV-A6JM-01A,Primary Tumor
0c26388e-4987-493b-95b3-412c11487e77,0d67ec5e-c3c8-4321-b2b2-c40e27764e7a.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-5966,TCGA-CV-5966-01A,Primary Tumor
aabbc2b8-d5d2-4b8c-9141-a776b0f2607a,f869fc37-304a-4bc3-a522-4a458b1ecc4c.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7446,TCGA-CV-7446-01A,Primary Tumor
858183bc-de19-4804-9837-663c3fd6d373,546e4ec6-25c0-4b8a-bacc-ea511520924d.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7263,TCGA-CV-7263-01A,Primary Tumor
59642d9f-369a-4e59-82cf-792db1db78d9,7308c863-ab21-47ef-924b-ff713575a11e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-IQ-7630,TCGA-IQ-7630-01A,Primary Tumor
dce4e779-16a6-49f5-9507-77b44849a48c,6243b3de-f774-4cc0-a3d5-9be9a0cdcf45.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-BA-6870,TCGA-BA-6870-01A,Primary Tumor
ecd532e6-0a36-4177-a6a9-9e35950737ce,a36e28e8-66fc-4419-8195-2fd8b1042d4a.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CR-6482,TCGA-CR-6482-01A,Primary Tumor
7bbe8b3d-496c-4bc2-9f2d-388947750efb,9322f587-ef25-4f89-9485-a0695b5efa60.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-H7-A76A,TCGA-H7-A76A-01A,Primary Tumor
971a6f48-cf3d-4b43-8a71-0e8427bfeaf4,767bbb87-83e9-4add-902d-16da7edd9ee5.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6936,TCGA-CV-6936-01A,Primary Tumor
920e7381-126e-4065-9512-399ad588f505,ead7ec7b-c4b8-477b-9a03-d0ce48c52148.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-D6-6826,TCGA-D6-6826-01A,Primary Tumor
159e4aac-ed2d-4afa-965a-489fa604160a,08a476b4-5cd0-4795-9bae-ed980b4252bd.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6936,TCGA-CV-6936-11A,Solid Tissue Normal
230c7b6b-c382-40f0-bc05-51619678fe62,0d639045-99e4-4f81-a7ac-c63eff2be4e2.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6003,TCGA-CV-6003-01A,Primary Tumor
7cb433ff-ae0f-4ff5-9235-7998cbe323be,986caaf7-ecf2-4ac2-9fac-4cd8793f889b.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-4731,TCGA-CN-4731-01A,Primary Tumor
d1c437b3-f715-44e2-ad98-902c7067a89a,5e5eb895-2cc5-4302-ba10-f30f29647bf2.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CR-6472,TCGA-CR-6472-01A,Primary Tumor
d870aa84-7e8a-4f08-a737-6ca357bb2dbd,cb0b5bbd-c16a-4233-8834-97b553bdd1d3.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CR-7391,TCGA-CR-7391-01A,Primary Tumor
0cd03806-2a35-4a2c-94b1-67d2c11cb878,c20d5b0d-f7c8-4dc8-8331-f94c65375999.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-BA-A4II,TCGA-BA-A4II-01A,Primary Tumor
a2261cd4-7e96-488b-822b-016d792d56fc,8027f0da-4aca-409f-ad69-bba99a1d3e45.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7177,TCGA-CV-7177-01A,Primary Tumor
819a54ea-3347-4b55-9155-85a1c9d99b7e,5657d9ac-3cd7-461f-a5c2-5f2ec83d5abb.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-F7-A623,TCGA-F7-A623-01A,Primary Tumor
ed23e3c1-4a8d-479b-a986-0fa4f5fb05e5,a4afd140-2bdb-455e-b5b6-b83774839dd7.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-BB-A5HZ,TCGA-BB-A5HZ-01A,Primary Tumor
c147da2b-5a1e-4a94-bcdc-8a8294a4f3c0,12767c84-6a8c-4643-97c9-db778408b647.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-UF-A7JJ,TCGA-UF-A7JJ-01A,Primary Tumor
c7283b62-dd95-49fd-aba2-a07d33d4d876,13644345-30dc-4343-8b3d-9d703ce472be.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-6018,TCGA-CN-6018-01A,Primary Tumor
572d0299-ab3d-4f8a-add2-d5ae0eb8cdbb,a1650a96-9119-458c-92d7-96434c3292d4.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-4P-AA8J,TCGA-4P-AA8J-01A,Primary Tumor
9e780d88-a948-499f-9847-fbfd144b55b0,f08d5d30-d57f-4585-8666-c7c4e96ca0b1.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-F7-A622,TCGA-F7-A622-01A,Primary Tumor
a7eacd0b-1e29-4552-9e1e-aab50f2d2a83,1ce3730d-d163-42ea-91dc-5b85078f3b71.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-RS-A6TP,TCGA-RS-A6TP-01A,Primary Tumor
f684b942-442b-4d2c-ba4f-2cc71ad1b8b3,6bc826b2-8cdc-4a29-883f-b33e885c9fb2.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6943,TCGA-CV-6943-11A,Solid Tissue Normal
42ee1329-2ed4-4a8d-b1d4-b98ef0bc7854,8f0ad19c-5329-41b7-857f-08dc010e46a4.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-A6JZ,TCGA-CV-A6JZ-01A,Primary Tumor
4e1eef54-e61e-4487-88dd-2bb9b97b518e,7b4bea70-339f-4d92-97f8-ed0ec7dd560e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-5361,TCGA-CN-5361-01A,Primary Tumor
c45503f6-8462-4761-a7cb-98808b3a06fd,919909cf-9da7-4971-bdb9-2103f4eed52c.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-T2-A6X2,TCGA-T2-A6X2-01A,Primary Tumor
1f1bf914-5268-4842-a978-de520d0c9dbf,ca40f214-dc29-41d1-9ba4-8e995ff728b8.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6962,TCGA-CV-6962-11A,Solid Tissue Normal
073eb14e-716b-43c1-b094-4d8c7369a5be,0e04c657-40b4-4b12-abf5-a4938aeb44ab.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-A642,TCGA-CN-A642-01A,Primary Tumor
7d1bcb55-b26d-42ec-814d-e6a6e10e94c8,95237cd8-2f37-4274-8b05-bc74c7d959af.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-5364,TCGA-CN-5364-01A,Primary Tumor
ac0404df-6bb7-4744-aca3-b205c15ed23a,f1d0746f-4dee-452f-8d68-276fbce5c9f5.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-A45P,TCGA-CV-A45P-01A,Primary Tumor
b1de3ba7-5bb3-496b-a946-437fae8990ac,55ef728e-df6c-496c-820e-926fcce1457e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7255,TCGA-CV-7255-01A,Primary Tumor
27995c0f-98a3-442a-b9c0-40dd2625ca86,7873dd2c-9e8f-448c-8eb0-1ebb0e94cfcf.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-DQ-5630,TCGA-DQ-5630-01A,Primary Tumor
ba80d160-5a55-4151-a0ca-c17905976946,f42c03a0-ed6a-45c3-80ef-58e34885eea3.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-F7-8489,TCGA-F7-8489-01A,Primary Tumor
0e663269-dc69-489e-8a6e-a01cdef55cc6,634fba18-013c-432d-86d6-0edc2300990e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7406,TCGA-CV-7406-11A,Solid Tissue Normal
d2528346-a67b-4781-9f20-1b2d45edd5f7,89264498-4312-41d4-a045-0889ee60a47e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6956,TCGA-CV-6956-11A,Solid Tissue Normal
422b625e-f855-468e-a454-2af456446e4e,d9a7a2c1-8e55-4f57-bdd8-a174fca8238e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CQ-A4C7,TCGA-CQ-A4C7-01A,Primary Tumor
eaecdd15-46b2-4cc6-832a-bbab11bb1bd4,f6add172-0d28-4426-b83a-62be73def794.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7103,TCGA-CV-7103-11A,Solid Tissue Normal
6ba16a14-eeb3-42ab-88b4-e43e39c4edad,2c9104db-4430-48ec-b0d7-d7b5b881e2ef.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-HD-8224,TCGA-HD-8224-01A,Primary Tumor
ebeaea5a-98ba-4029-b7f2-2678cfaf1918,733eaec4-d3e9-4b7b-a634-b5eb72efb9fa.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-4728,TCGA-CN-4728-01A,Primary Tumor
5ee6b9ea-7828-4631-bd81-52e4ddebff4e,476962c8-96c1-44ab-84fa-0ee5d2d42b31.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6939,TCGA-CV-6939-01A,Primary Tumor
70c0708e-bccd-4951-9f5d-38c4dbd34a7c,71e9e746-b78f-4c07-8afb-acc3da378d88.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CQ-6221,TCGA-CQ-6221-01A,Primary Tumor
96bc25a5-3579-4626-b041-e43d569ed0be,cda91afa-8802-4418-91f9-436dc29e17cd.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CQ-7065,TCGA-CQ-7065-01A,Primary Tumor
4d0d32b1-4f44-4b61-9b22-54018760ee74,42849cba-3ee0-4ccf-8a77-2d4e850331e9.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-6940,TCGA-CV-6940-01A,Primary Tumor
480a45c8-d1cd-4900-b1f1-5e97ef5ea33a,c39de023-c13b-4350-950f-4a87aab4f627.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-BB-7870,TCGA-BB-7870-01A,Primary Tumor
27854e22-3f99-4203-81b0-d2b89471d0cb,9553a182-de2a-4dfa-936d-816cab158959.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-H7-A6C4,TCGA-H7-A6C4-01A,Primary Tumor
34980568-92ee-4dbd-8364-6c30f3dd4661,03bfa001-b686-4002-8d6a-0bc606ea0849.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-4730,TCGA-CN-4730-01A,Primary Tumor
6f4870cd-a5a2-44d9-85a9-98fb04913233,9661fe09-6292-420c-80cf-472c24624344.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-A45O,TCGA-CV-A45O-01A,Primary Tumor
06162a0e-c5ca-45bb-b02c-95d99b6fae15,bcc99b6f-49ec-4f87-a07f-8f9ea7832b97.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CV-7104,TCGA-CV-7104-01A,Primary Tumor
489e512c-e5f9-4311-8bd5-ceaac0bc2109,03960bc8-5454-4ee2-82e9-124a4568e55a.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-HL-7533,TCGA-HL-7533-01A,Primary Tumor
42ef5c1a-dcbb-4a7d-b6c8-3282984fde8b,3d8cf91f-2e36-47b9-83c2-632966011cf3.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-6021,TCGA-CN-6021-01A,Primary Tumor
7c93ff73-ea5a-4c51-8534-24d7d6f477e7,7f3b248a-9176-4985-ade5-e5871751414e.mirbase21.mirnas.quantification.txt,Transcriptome Profiling,miRNA Expression Quantification,TCGA-HNSC,TCGA-CN-4727,TCGA-CN-4727-01A,Primary Tumor
